Date,State,Town,Longitude,Latitude,Sighting
10/04/24,CA,Alameda,-122.2,37.7,1
10/04/24,ME,Lincolnville,-69.1,44.3,1
10/04/24,OK,Tulsa,-95.9,36.1,1
10/04/24,TX,Menard,-99.7,30.8,100
10/04/24,NY,Worcester,-74.8,42.6,1
10/04/24,MA,Rutland,-71.9,42.4,1
10/04/24,MO,Farmington,-90.5,37.8,1
10/04/24,NC,Salisbury,-80.5,35.6,1
10/04/24,MN,Duluth,-92,46.8,6
10/04/24,PA,Connellsville,-79.6,40,25
10/04/24,NH,Hooksett,-71.4,43,2
10/04/24,AR,Eureka Springs,-93.7,36.4,6
10/04/24,WI,Washburn,-90.9,46.7,2
10/04/24,OH,Columbus,-83.1,40,1
10/04/24,VA,Madison,-78.3,38.4,1
10/04/24,DE,Lewes,-75.1,38.7,2
10/04/24,OK,Oklahoma City,-97.6,35.5,1
10/04/24,OK,Mustang,-97.8,35.4,1
10/04/24,IA,Keokuk,-91.4,40.4,1
10/04/24,IA,Keokuk,-91.4,40.4,1
10/04/24,NJ,Wanaque,-74.3,41,1
10/04/24,OK,Mounds,-96.1,35.9,1
10/04/24,PA,New Cumberland,-76.9,40.2,2
10/04/24,TN,Nashville,-86.9,36.1,1
10/04/24,MN,Two Harbors,-91.7,47,2
10/04/24,MO,Festus,-90.4,38.1,5
10/04/24,NH,Salem,-71.2,42.8,1
10/04/24,ON,South Bruce Peninsula,-81.2,44.6,1
10/04/24,PA,Waynesboro,-77.5,39.7,2
10/04/24,NE,McCook,-100.6,40.2,1
10/04/24,OK,Norman,-97.5,35.2,3
10/04/24,OK,Howe,-94.6,35,3
10/04/24,PA,Avis,-77.3,41.2,1
10/04/24,MN,Northfield,-93.2,44.4,2
10/04/24,OH,Newark,-82.4,40.1,1
10/04/24,VA,Oakton,-77.3,38.9,1
10/04/24,ME,Naples,-70.6,44,1
10/04/24,WV,Lewisburg,-80.4,37.8,3
10/04/24,NJ,Lyndhurst,-74.1,40.8,1
10/04/24,NY,Afton,-75.5,42.2,1
10/04/24,ON,Chatham,-82.2,42.4,3
10/04/24,OK,Norman,-97.4,35.3,5
10/04/24,MN,Brainerd,-94.3,46.5,30
10/04/24,TX,Dublin,-98.4,32.1,8
10/04/24,OK,Hitchcock,-98.3,36,1
10/04/24,CT,Monroe,-73.2,41.3,1
10/04/24,OK,Choctaw,-97.3,35.4,1
10/04/24,OK,Edmond,-97.5,35.7,1
10/04/24,TX,McKinney,-96.7,33.2,3
10/04/24,NS,Canning,-64.4,45.2,1
10/04/24,IN,Nashville,-86.2,39.2,1
10/04/24,MA,Williamstown,-73.2,42.7,4
10/04/24,PA,Waynesboro,-77.6,39.8,2
10/04/24,TX,Mansfield,-97.1,32.6,9
10/04/24,MD,Columbia,-76.9,39.2,45
10/04/24,OK,Bethany,-97.6,35.5,4
10/04/24,CT,Westport,-73.4,41.2,2
10/04/24,TX,Los Fresnos,-97.5,26,1
10/04/24,OK,Wellston,-97.1,35.7,6
10/04/24,TX,Washburn,-101.5,35.2,1
10/04/24,TX,Washburn,-101.5,35.2,1
10/04/24,KS,Overland Park,-94.7,39,1
10/04/24,OK,Tulsa,-96,36.1,1
10/04/24,OK,Tulsa,-96,36.1,1
10/04/24,TN,Clarksville,-87.2,36.5,5
10/04/24,OK,Stillwater,-97.1,36.1,3
10/04/24,IN,Arlington,-85.5,39.6,1
10/04/24,CA,Baywood-Los Osos,-120.8,35.3,1
10/04/24,NY,Saugerties,-73.9,42.1,1
10/04/24,TX,Center Point,-99,30,1
10/04/24,OK,Weatherford,-98.7,35.5,4
10/04/24,NJ,Cape May Point,-75,38.9,35
10/03/24,ON,Ajax,-79,43.8,16
10/03/24,KS,Wichita,-97.3,37.7,5
10/03/24,TX,Plano,-96.7,33,1
10/03/24,OK,Tulsa,-95.9,36.1,1
10/03/24,OK,Broken Arrow,-95.8,36,1
10/03/24,NC,North Topsail Beach,-77.3,34.6,1
10/03/24,NC,North Topsail Beach,-77.3,34.5,2
10/03/24,TX,Eustace,-96,32.3,1
10/03/24,PA,Philadelphia,-75.2,39.9,1
10/03/24,MD,Middletown,-77.5,39.4,1
10/03/24,WI,Eau Claire,-91.6,44.8,1
10/03/24,TX,Plano,-96.7,33,2
10/03/24,GA,Valdosta,-83.3,30.8,1
10/03/24,NY,Buffalo,-78.8,42.9,1
10/03/24,MD,Bel Air,-76.3,39.5,1
10/03/24,MD,Bel Air,-76.3,39.5,2
10/03/24,PA,Wernersville,-76.1,40.3,2
10/03/24,IN,Clinton,-87.5,39.7,1
10/03/24,TX,Richardson,-96.7,33,1
10/03/24,MD,Braddock Heights,-77.5,39.4,2
10/03/24,NC,North Topsail Beach,-77.3,34.5,1
10/03/24,NY,Clifton Park,-73.7,42.8,1
10/03/24,NY,Schenectady,-73.9,42.8,1
10/03/24,DE,Wilmington,-75.5,39.8,1
10/03/24,MI,Brooklyn,-84.3,42.1,1
10/03/24,MI,Livonia,-83.4,42.4,1
10/03/24,IA,Cedar Rapids,-91.7,42.1,1
10/03/24,MI,Berkley,-83.2,42.5,1
10/03/24,TN,Clarksville,-87.2,36.5,1
10/03/24,NY,Ulster Park,-74,41.9,1
10/03/24,NY,Chenango,-75.9,42.2,1
10/03/24,NY,Binghamton,-75.9,42.1,2
10/03/24,IN,Portage,-87.2,41.6,1
10/03/24,UT,Ogden,-112.1,41.3,1
10/03/24,MI,Redford Charter Twp,-83.3,42.4,1
10/03/24,ON,Port Colborne,-79.2,42.9,6
10/03/24,ON,Haldimand,-79.9,42.8,6
10/03/24,PA,Belle Vernon,-79.8,40.1,1
10/03/24,AR,Fayetteville,-94.2,36.1,1
10/03/24,ON,Glen Huron,-80.2,44.4,1
10/03/24,PA,New Cumberland,-76.9,40.2,1
10/03/24,IN,Indianapolis,-86.2,39.7,1
10/03/24,PA,Lebanon,-76.4,40.3,1
10/03/24,OK,Eufaula,-95.5,35.4,1
10/03/24,ON,Ottawa,-75.9,45.3,1
10/03/24,ON,Ottawa,-75.9,45.3,1
10/03/24,MD,Ellicott City,-76.9,39.3,5
10/03/24,TX,Plano,-96.7,33,3
10/03/24,CA,Markleeville,-119.8,38.8,1
10/03/24,ME,Bethel,-70.8,44.4,3
10/03/24,OH,West Carrollton,-84.3,39.7,1
10/03/24,MD,Columbia,-76.9,39.2,3
10/03/24,PA,Blue Bell,-75.3,40.2,1
10/03/24,OK,Tulsa,-95.9,36.1,3
10/03/24,MI,Shelby Twp,-83,42.7,2
10/03/24,ON,Chatham,-82.2,42.4,5
10/03/24,TX,Plano,-96.8,33,24
10/03/24,TX,Mountain City,-97.9,30,1
10/03/24,TX,Mansfield,-97.1,32.6,11
10/03/24,TX,Glen Rose,-97.9,32.1,10
10/03/24,OK,Bixby,-95.9,36,1
10/03/24,NY,Wappingers Falls,-74,41.5,1
10/03/24,TX,Dublin,-98.4,32.1,7
10/03/24,KY,Louisville,-85.8,38.2,2
10/03/24,OK,Frederick,-99,34.5,3
10/03/24,PA,Paxtonia,-76.8,40.3,2
10/03/24,NY,Verona,-75.6,43.1,1
10/03/24,OH,Whitehouse,-83.8,41.5,1
10/03/24,TX,Odessa,-102.3,31.9,100
10/03/24,NJ,Hackensack,-74,40.9,1
10/03/24,OK,Weatherford,-98.7,35.5,7
10/03/24,MD,Middletown,-77.6,39.4,5
10/03/24,MI,Dryden,-83.1,42.9,1
10/03/24,KS,Lenexa,-94.7,39,4
10/03/24,VA,Abingdon,-82,36.7,1
10/03/24,TX,Flower Mound,-97.1,33,1
10/03/24,NH,Salem,-71.2,42.8,1
10/03/24,OK,Choctaw,-97.3,35.5,1
10/03/24,GA,Richmond Hill,-81.2,31.9,1
10/03/24,OK,Tulsa,-95.9,36.2,3
10/03/24,IA,Asbury,-90.8,42.5,1
10/03/24,IL,Ivesdale,-88.5,39.9,2
10/03/24,PA,Fairfield,-77.4,39.8,2
10/03/24,OK,Tulsa,-95.9,36.2,1
10/03/24,NJ,Stillwater Township,-74.9,41.1,4
10/03/24,MI,Ann Arbor,-83.7,42.3,1
10/03/24,PA,Wynnewood,-75.3,40,3
10/03/24,IL,Braidwood,-88.2,41.3,3
10/03/24,TN,Memphis,-90,35.1,3
10/03/24,NH,Concord,-71.6,43.2,2
10/03/24,DE,Lewes,-75.1,38.7,1
10/03/24,MI,Niles,-86.2,41.8,1
10/03/24,OH,Novelty,-81.3,41.4,2
10/03/24,NY,New York,-73.9,40.7,2
10/03/24,AR,Booneville,-93.9,35.1,7
10/03/24,MI,Ann Arbor,-83.8,42.3,1
10/03/24,TX,Kerrville,-99.1,30,75
10/03/24,MN,La Crescent,-91.3,43.8,3
10/03/24,WI,La Crosse,-91.2,43.7,3
10/03/24,OK,Ada,-96.7,34.8,2
10/03/24,TX,Iowa Park,-98.7,34,1
10/03/24,IA,Palo,-91.8,42.1,2
10/03/24,TX,Rockwall,-96.4,32.9,5
10/03/24,TX,Pampa,-101,35.6,1
10/03/24,OK,Tulsa,-96,36.1,1
10/03/24,OH,Cincinnati,-84.5,39.2,2
10/03/24,PA,Washington Boro,-76.5,40,5
10/03/24,MO,Kirkwood,-90.4,38.6,2
10/03/24,NJ,Cape May Point,-75,38.9,33
10/02/24,MN,St Paul,-93.1,44.9,1
10/02/24,TX,Plano,-96.7,33,1
10/02/24,MI,New Hudson,-83.6,42.5,1
10/02/24,NY,Clifton Park,-73.7,42.8,1
10/02/24,TX,Flower Mound,-97.1,33,1
10/02/24,KS,Leawood,-94.6,39,1
10/02/24,MD,Bel Air,-76.3,39.5,2
10/02/24,KY,Louisville,-85.6,38.2,1
10/02/24,MI,Tawas City,-83.5,44.3,1
10/02/24,KS,Humboldt,-95.4,37.8,2
10/02/24,KS,Hesston,-97.4,38.1,1
10/02/24,TX,Richardson,-96.8,33,10
10/02/24,KS,Leawood,-94.6,39,1
10/02/24,ON,London,-81.2,43,1
10/02/24,MN,Hopkins,-93.5,44.9,1
10/02/24,ON,Sarnia,-82.2,43,2
10/02/24,MN,Brainerd,-94.3,46.5,20
10/02/24,PA,Coopersburg,-75.4,40.5,1
10/02/24,TX,Fort Worth,-97.3,32.7,2
10/02/24,TX,Mansfield,-97.1,32.6,30
10/02/24,IL,Lombard,-88,41.9,1
10/02/24,TX,Princeton,-96.5,33.1,14
10/02/24,CT,Groton,-72,41.3,1
10/02/24,MN,Mendota,-93.2,44.9,1
10/02/24,IN,Munster,-87.5,41.6,1
10/02/24,NJ,Cape May,-74.9,38.9,36
10/02/24,OK,Norman,-97.5,35.2,1
10/02/24,WI,New Berlin,-88.1,43,1
10/02/24,NJ,Hackensack,-74,40.9,1
10/02/24,TX,Carrollton,-96.9,33,2
10/02/24,WV,White Sulphur Springs,-80.3,37.8,7
10/02/24,MD,Columbia,-76.9,39.2,12
10/02/24,MN,Minneapolis,-93.3,44.9,2
10/02/24,TX,San Antonio,-98.5,29.4,2
10/02/24,OK,Nichols Hills,-97.5,35.5,3
10/02/24,OK,Cache,-98.6,34.6,1
10/02/24,CA,Carlsbad,-117.3,33.2,1
10/02/24,OK,Tulsa,-95.9,36.1,1
10/02/24,WI,Eau Claire,-91.6,44.8,2
10/02/24,KS,Wichita,-97.3,37.7,10
10/02/24,ON,Chatham,-82.2,42.4,4
10/02/24,MA,Weston,-71.3,42.4,1
10/02/24,WV,North Caldwell,-80.4,37.8,5
10/02/24,OH,Columbus,-83,40,1
10/02/24,OK,Weatherford,-98.7,35.5,16
10/02/24,MO,Gladstone,-94.6,39.2,2
10/02/24,TX,Dublin,-98.4,32.1,6
10/02/24,NY,New York,-73.8,40.6,8
10/02/24,VA,Falls Church,-77.2,38.9,1
10/02/24,NS,Canning,-64.4,45.2,1
10/02/24,MD,Frederick,-77.4,39.4,3
10/02/24,IL,Chicago,-87.8,42,1
10/02/24,TX,Dallas,-96.8,32.9,1
10/02/24,OK,Bethany,-97.6,35.5,1
10/02/24,WI,Kohler,-87.8,43.7,1
10/02/24,OK,Tulsa,-95.9,36.2,2
10/02/24,NC,North Topsail Beach,-77.3,34.6,1
10/02/24,IL,Granville,-89.3,41.3,1
10/02/24,MN,Finlayson,-92.9,46.2,1
10/02/24,CA,Mountain View,-122.1,37.4,1
10/02/24,OK,Howe,-94.6,35,1
10/02/24,TX,Plano,-96.7,33,8
10/02/24,NY,New York,-74,40.6,1
10/02/24,OH,Dayton,-84.2,39.8,1
10/02/24,TX,Glen Rose,-97.9,32.1,10
10/02/24,TX,Cookville,-94.8,33.2,1
10/02/24,KS,Overland Park,-94.7,39,1
10/02/24,KS,Atchison,-95.1,39.6,1
10/02/24,TX,Plano,-96.7,33.1,1
10/02/24,TX,West Lake Hills,-97.8,30.3,1
10/02/24,OH,Dayton,-84.2,39.8,1
10/02/24,IA,Asbury,-90.8,42.5,1
10/02/24,IA,Bettendorf,-90.5,41.5,3
10/02/24,VA,Lexington,-79.4,37.8,1
10/02/24,MN,Shakopee,-93.5,44.8,3
10/02/24,DE,Lewes,-75.1,38.7,1
10/02/24,MI,Clay Township,-82.6,42.6,11
10/02/24,OK,Tulsa,-95.9,36.1,1
10/02/24,OK,Tulsa,-95.9,36.1,1
10/02/24,MO,Kirkwood,-90.4,38.6,1
10/01/24,SC,Murrells Inlet,-79,33.6,1
10/01/24,ON,Toronto,-79.5,43.7,1
10/01/24,TX,Round Rock,-97.6,30.5,1
10/01/24,IN,Bloomington,-86.5,39.2,1
10/01/24,TX,Plano,-96.7,33.1,1
10/01/24,TX,Plano,-96.7,33.1,1
10/01/24,TX,Allen,-96.7,33.1,50
10/01/24,IN,Bloomington,-86.5,39.2,1
10/01/24,ON,Sarnia,-82.3,43,1
10/01/24,PA,Sharon,-80.5,41.2,1
10/01/24,NY,West Henrietta,-77.7,43.1,2
10/01/24,TX,Port Lavaca,-96.6,28.6,2
10/01/24,NY,Binghamton,-75.9,42.1,4
10/01/24,NY,Watertown,-75.9,44,1
10/01/24,AR,Ozark,-93.8,35.5,2
10/01/24,AR,Mulberry,-94,35.4,3
10/01/24,TX,Port Lavaca,-96.6,28.6,1
10/01/24,IN,Tipton,-86.1,40.3,1
10/01/24,KS,Topeka,-95.7,39,1
10/01/24,VA,Suffolk,-76.4,36.9,1
10/01/24,TN,Nashville,-86.7,36.2,1
10/01/24,TX,Red Oak,-96.8,32.5,13
10/01/24,VA,Richmond,-77.5,37.6,1
10/01/24,MI,Ferndale,-83.1,42.5,1
10/01/24,IL,Waverly,-90,39.6,0
10/01/24,MD,Silver Spring,-77,39,1
10/01/24,IL,Summit,-87.8,41.8,2
10/01/24,TX,Richardson,-96.8,33,1
10/01/24,OK,Jenks,-96,36,4
10/01/24,CA,Palo Alto,-122.1,37.5,3
10/01/24,ON,Chatham,-82.2,42.4,4
10/01/24,KS,Topeka,-95.7,39,1
10/01/24,NY,Beacon,-73.9,41.5,1
10/01/24,OH,Utica,-82.4,40.2,1
10/01/24,OH,Utica,-82.4,40.2,1
10/01/24,OK,Oklahoma City,-97.5,35.5,1
10/01/24,ON,Burlington,-79.8,43.3,1
10/01/24,CT,Stonington,-71.9,41.3,2
10/01/24,WA,West Richland,-119.4,46.3,1
10/01/24,OK,Tulsa,-96,36.2,1
10/01/24,TN,Memphis,-90,35.1,3
10/01/24,TX,Mansfield,-97.1,32.6,4
10/01/24,IN,Hammond,-87.5,41.6,1
10/01/24,TN,Franklin,-86.9,35.9,1
10/01/24,TX,Dublin,-98.4,32.1,10
10/01/24,TX,Canyon Lake,-98.3,29.9,1
10/01/24,MA,Lincoln,-71.3,42.4,1
10/01/24,OK,Purcell,-97.4,35,3
10/01/24,TX,Wichita Falls,-98.5,33.9,30
10/01/24,MN,Minneapolis,-93.3,44.9,1
10/01/24,AR,Ozark,-93.9,35.5,2
10/01/24,OH,Garrettsville,-81.1,41.3,3
10/01/24,TX,Plano,-96.8,33.1,1
10/01/24,ON,London,-81.3,43,1
10/01/24,CO,Denver,-105,39.7,5
10/01/24,TX,Bryan,-96.3,30.8,1
10/01/24,NJ,West Cape May,-75,38.9,22
10/01/24,OK,Tulsa,-96,36.1,1
10/01/24,TN,Clarksville,-87.2,36.5,3
10/01/24,OK,Weatherford,-98.7,35.5,6
10/01/24,OK,Edmond,-97.5,35.7,2
10/01/24,ON,Niagara Falls,-79.1,43.1,1
10/01/24,OK,Bethany,-97.6,35.5,1
10/01/24,OK,Tulsa,-95.9,36.2,1
10/01/24,ON,Point Pelee National Park,-82.5,41.9,12
10/01/24,ME,Southport,-69.7,43.8,2
10/01/24,TX,Glen Rose,-97.9,32.1,5
10/01/24,GA,Richmond Hill,-81.3,31.9,2
10/01/24,IA,Asbury,-90.8,42.5,1
10/01/24,MN,Shakopee,-93.5,44.8,3
10/01/24,WI,Osceola,-92.7,45.3,1
10/01/24,IN,Hope,-85.8,39.2,2
09/30/24,MN,Barnesville,-96.4,46.7,1
09/30/24,TX,Plano,-96.7,33,2
09/30/24,NY,Binghamton,-75.9,42.1,1
09/30/24,AR,Rogers,-94.1,36.3,50
09/30/24,TX,Garland,-96.6,32.9,1
09/30/24,OK,Stillwater,-97.1,36.2,1
09/30/24,TX,Plano,-96.7,33,4
09/30/24,TX,Stamford,-99.9,32.9,3
09/30/24,TX,Garland,-96.6,32.9,1
09/30/24,PA,Avis,-77.3,41.2,3
09/30/24,PA,Avis,-77.3,41.2,3
09/30/24,CT,Watertown,-73.1,41.6,1
09/30/24,NY,Clifton Park,-73.7,42.8,1
09/30/24,OH,Avon,-82,41.5,3
09/30/24,TX,Dallas,-96.7,32.8,5
09/30/24,MA,Leominster,-71.7,42.5,1
09/30/24,PA,Selinsgrove,-76.8,40.8,1
09/30/24,ON,Blackstock,-78.8,44.1,1
09/30/24,OK,Medicine Park,-98.5,34.7,3
09/30/24,NY,Binghamton,-75.9,42.1,1
09/30/24,NC,Salisbury,-80.5,35.6,5
09/30/24,TX,Plano,-96.8,33,1
09/30/24,TX,Rockport,-97.1,28,2
09/30/24,NJ,Buena,-74.9,39.5,1
09/30/24,MI,Oxford Charter Township,-83.3,42.8,1
09/30/24,OK,Foss,-99.2,35.4,1
09/30/24,OH,North Olmsted,-81.9,41.4,1
09/30/24,IL,West Peoria,-89.6,40.7,1
09/30/24,IN,Bloomington,-86.5,39.2,1
09/30/24,MN,St Paul,-93.2,44.9,2
09/30/24,KS,Wichita,-97.3,37.7,10
09/30/24,TX,Aledo,-97.6,32.7,1
09/30/24,NJ,Hackensack,-74,40.9,4
09/30/24,ON,Bowmanville,-78.7,43.9,1
09/30/24,NJ,Cape May Point,-75,38.9,27
09/30/24,OK,Glenpool,-96,36,1
09/30/24,TX,Dallas,-96.8,32.8,3
09/30/24,AR,Havana,-93.6,35.1,1
09/30/24,NY,Corning,-77.1,42.2,1
09/30/24,NY,Syracuse,-76.1,43,3
09/30/24,WI,Wauwatosa,-88,43.1,1
09/30/24,NJ,Bayonne,-74.1,40.7,2
09/30/24,MA,Weston,-71.3,42.4,1
09/30/24,NJ,Little Falls,-74.2,40.9,1
09/30/24,OK,Howe,-94.6,35,1
09/30/24,TX,Richardson,-96.8,33,12
09/30/24,MI,Grand Rapids,-85.6,42.9,1
09/30/24,TX,Dublin,-98.4,32.1,20
09/30/24,KS,Overland Park,-94.7,39,1
09/30/24,NM,Mesilla,-106.8,32.2,1
09/30/24,TX,Plano,-96.8,33,16
09/30/24,TX,St Jo,-97.5,33.7,8
09/30/24,ON,Chatham,-82.2,42.4,3
09/30/24,TX,Dallas,-96.7,32.8,1
09/30/24,TX,Glen Rose,-97.9,32.1,50
09/30/24,TX,Allen,-96.6,33.1,5
09/30/24,IA,Asbury,-90.8,42.5,1
09/30/24,MO,KCMO,-94.6,39,3
09/30/24,OK,Weatherford,-98.7,35.5,3
09/30/24,CT,Southington,-72.9,41.6,1
09/30/24,OK,Tulsa,-96,36.2,2
09/30/24,AR,Jonesboro,-90.7,35.8,1
09/30/24,PA,Hershey,-76.6,40.3,1
09/30/24,MD,Columbia,-76.9,39.2,16
09/30/24,NY,Albany,-73.8,42.7,1
09/30/24,NJ,Bloomingdale,-74.3,41,1
09/30/24,NH,Sanbornton,-71.6,43.5,1
09/30/24,UT,Moab,-109.5,38.6,1
09/30/24,OK,Tulsa,-95.9,36.2,2
09/30/24,AR,White Hall,-92.1,34.2,1
09/30/24,OK,Tulsa,-95.9,36.1,3
09/30/24,TX,Mansfield,-97.1,32.6,5
09/30/24,TX,Garland,-96.7,33,1
09/30/24,OK,Tulsa,-96,36.1,1
09/30/24,IL,Summit,-87.8,41.8,12
09/30/24,MN,Shakopee,-93.5,44.8,2
09/30/24,ND,Valley City,-98,46.9,2
09/30/24,ON,Leamington,-82.5,41.9,3
09/30/24,OK,Oklahoma City,-97.5,35.5,1
09/30/24,TX,Plano,-96.7,33,1
09/30/24,TX,Arlington,-97.1,32.7,1
09/30/24,OK,Oklahoma City,-97.6,35.5,1
09/30/24,SC,Charleston,-80,32.7,100
09/30/24,MN,St Louis Park,-93.4,45,1
09/30/24,OK,Bethany,-97.6,35.5,1
09/30/24,NY,New York,-74,40.7,1
09/30/24,NJ,Glen Rock,-74.1,41,1
09/30/24,OK,Piedmont,-97.8,35.7,1
09/30/24,ON,New Tecumseth,-79.7,44.1,1
09/30/24,MO,Kirkwood,-90.4,38.6,1
09/29/24,NY,Chenango,-75.9,42.2,3
09/29/24,OK,Norman,-97.5,35.2,1
09/29/24,OK,Waurika,-98,34.2,2
09/29/24,NJ,Buena,-74.9,39.5,1
09/29/24,TX,Harlingen,-97.7,26.2,1
09/29/24,NJ,Flemington,-74.9,40.5,1
09/29/24,AR,Fayetteville,-94.1,36.1,1
09/29/24,TX,Richardson,-96.8,33,5
09/29/24,TX,Dallas,-96.7,32.8,1
09/29/24,TX,Dallas,-96.7,32.8,1
09/29/24,KS,Wichita,-97.3,37.7,1
09/29/24,TX,Cibolo,-98.2,29.6,1
09/29/24,ON,Gull Bay,-89.1,49.8,1
09/29/24,MI,Kewadin,-85.4,45,1
09/29/24,FL,Destin,-86.4,30.4,1
09/29/24,MN,St Paul,-93.1,44.9,1
09/29/24,TX,Keller,-97.2,32.9,3
09/29/24,SC,Murrells Inlet,-79,33.6,1
09/29/24,MA,Walpole,-71.2,42.2,1
09/29/24,NY,Clifton Park,-73.7,42.8,1
09/29/24,KS,Leawood,-94.6,39,1
09/29/24,NC,Raleigh,-78.7,35.7,1
09/29/24,ME,Mt Desert,-68.2,44.3,1
09/29/24,TX,Plano,-96.8,33,3
09/29/24,NC,Raleigh,-78.7,35.7,1
09/29/24,MI,Detroit,-83,42.3,1
09/29/24,OH,Chillicothe,-83.1,39.3,1
09/29/24,TX,Flower Mound,-97.1,33,1
09/29/24,OK,Eufaula,-95.5,35.4,3
