Date,State,Town,Longitude,Latitude,Sighting
08/13/23,TX,Garden City,-101.8,31.8,
08/13/23,OK,Hitchcock,-98.3,36,
08/13/23,PE,Stratford,-63.1,46.2,
08/12/23,WI,Grand Marsh,-89.6,44,
08/12/23,GA,Eatonton,-83.4,33.3,
08/11/23,CT,Darien,-73.5,41.1,
08/11/23,MI,Grand Rapids,-85.7,43,
08/10/23,WI,Portage,-89.6,43.5,
08/10/23,MI,Howell,-83.9,42.6,
08/10/23,WI,Westfield,-89.5,43.9,
08/10/23,PA,Riegelsville,-75.2,40.6,
08/10/23,VA,South Boston,-78.9,36.7,
08/09/23,WI,Portage,-89.6,43.6,
08/09/23,NY,New York,-73.8,40.9,
08/09/23,CT,Darien,-73.5,41.1,
08/09/23,CT,Darien,-73.5,41.1,
08/09/23,QC,Mont-Tremblant,-74.5,46.4,
08/08/23,CT,Norwalk,-73.4,41.1,
08/08/23,CT,Norwalk,-73.4,41.1,
08/08/23,VA,Floyd,-80.3,36.9,
08/07/23,TN,Ashland City,-87,36.2,
08/07/23,CT,Darien,-73.5,41.1,
08/07/23,CT,Darien,-73.5,41.1,
08/07/23,CT,Darien,-73.5,41.1,
08/06/23,MI,Dryden,-83.1,42.9,
08/06/23,TX,San Antonio,-98.5,29.6,
08/06/23,VT,Thetford,-72.2,43.8,
08/06/23,CT,New Canaan,-73.5,41.1,
08/06/23,TX,Fort Worth,-97.3,32.8,
08/06/23,MI,Southfield,-83.2,42.5,
08/06/23,NB,Gagetown,-66.1,45.8,
08/06/23,IL,Waverly,-90,39.6,
08/06/23,IL,Waverly,-90,39.6,
08/06/23,IL,Waverly,-90,39.6,
08/06/23,IL,Montgomery,-88.3,41.7,
08/06/23,IL,Waverly,-90,39.6,
08/06/23,CO,Broomfield,-105.1,39.9,
08/06/23,CO,Broomfield,-105.1,39.9,
08/06/23,IL,Waverly,-90,39.6,
08/06/23,IL,Waverly,-90,39.6,
08/06/23,IL,Atwater,-89.7,39.3,
08/06/23,MA,Waltham,-71.3,42.4,
08/06/23,WV,Wymer,-79.6,38.9,
08/06/23,WI,Tomahawk,-89.5,45.5,
08/06/23,IN,Greensburg,-85.4,39.3,
08/06/23,MO,Marshall,-93.2,39.1,
08/06/23,IL,Waverly,-90,39.6,
08/06/23,NY,Webster,-77.4,43.2,
08/06/23,IL,Waverly,-90,39.6,
08/06/23,MN,Lake Park,-96.1,46.7,
08/06/23,ON,Halton Hills,-79.9,43.7,
08/06/23,IL,Waverly,-90,39.6,
08/06/23,IL,Waverly,-90,39.6,
08/06/23,NH,Milton,-71,43.5,
08/06/23,IL,Waverly,-90,39.6,
08/06/23,MN,Pelican Rapids,-96.1,46.7,
08/06/23,PA,Bellefonte,-77.8,40.9,
08/06/23,WI,Arcadia,-91.5,44.2,
08/06/23,PA,Bellefonte,-77.7,40.9,
08/06/23,PA,Bellefonte,-77.7,40.9,
08/06/23,NY,Tillson,-74.1,41.8,
08/06/23,NH,Tamworth,-71.4,43.9,
08/06/23,PA,State College,-77.8,40.9,
08/06/23,ON,Toronto,-79.4,43.7,
08/06/23,PA,College Township,-77.8,40.8,
08/06/23,ON,Nipissing,-79.5,46.2,
08/06/23,MO,Springfield,-93.3,37.1,
08/06/23,PA,State College,-77.9,40.8,
08/06/23,KS,Wichita,-97.3,37.7,
08/06/23,ON,Sault Ste. Marie,-84.4,46.5,
08/06/23,ON,Sault Ste. Marie,-84.4,46.5,
08/06/23,PA,State College,-77.9,40.8,
08/06/23,ON,Sault Ste. Marie,-84.3,46.5,
08/06/23,WI,Coloma,-89.5,44.1,
08/06/23,MA,Plymouth,-70.7,41.9,
08/06/23,MA,Plymouth,-70.7,42,
08/06/23,ME,Winslow,-69.6,44.6,
08/06/23,ME,Fairfield,-69.6,44.6,
08/06/23,WI,Portage,-89.6,43.6,
08/05/23,NY,Argyle,-73.5,43.2,
08/05/23,OK,Chelsea,-95.4,36.5,
08/05/23,NC,Kenansville,-77.9,35,
08/05/23,MN,Mabel,-91.9,43.5,
08/05/23,PA,Flourtown,-75.2,40.1,
08/05/23,ON,Kawartha Lakes,-78.7,44.4,
08/05/23,ON,Kawartha Lakes,-78.7,44.4,
08/05/23,MA,Billerica,-71.3,42.6,
08/05/23,MA,Billerica,-71.3,42.5,
08/05/23,UT,Jensen,-109.3,40.4,
08/05/23,IL,Elgin,-88.2,42.1,
08/05/23,UT,Salt Lake City,-111.9,40.8,
08/05/23,UT,Salt Lake City,-111.9,40.8,
08/05/23,UT,Salt Lake City,-111.9,40.8,
08/05/23,OH,Oxford,-84.8,39.5,
08/05/23,WI,Whitewater,-88.8,42.9,
08/05/23,ME,Winslow,-69.6,44.5,
08/05/23,ME,Winslow,-69.6,44.6,
08/05/23,ME,Winslow,-69.6,44.6,
08/05/23,UT,Salt Lake City,-111.9,40.8,
08/05/23,MA,Framingham,-71.5,42.3,
08/05/23,IL,Cortland,-88.7,41.9,
08/05/23,NC,Old Fort,-82.2,35.6,
08/05/23,SK,Saskatoon,-106.6,52.1,
08/05/23,ON,Ajax,-79,43.8,
08/05/23,IL,Cortland,-88.7,41.9,
08/05/23,CT,Darien,-73.5,41.1,
08/05/23,CA,Santa Rosa,-122.8,38.5,
08/05/23,IL,Cortland,-88.7,41.9,
08/05/23,IL,Atwater,-89.7,39.3,
08/05/23,MB,Belmont,-99.6,49.4,
08/05/23,MB,Brandon,-99.9,49.8,
08/05/23,NH,Exeter,-71,43,
08/05/23,GA,Eatonton,-83.4,33.3,
08/05/23,NY,Morrisonville,-73.6,44.7,
08/05/23,NY,Syracuse,-76.2,43,
08/05/23,OH,Youngstown,-80.6,41,
08/05/23,PA,Franklin,-79.8,41.4,
08/05/23,NY,Accord,-74.3,41.9,
08/05/23,NY,Krumville,-74.3,41.9,
08/05/23,FL,Tarpon Springs,-82.7,28.1,
08/05/23,IN,Greensburg,-85.4,39.3,
08/05/23,PA,Bellefonte,-77.8,40.9,
08/05/23,VA,Greenbush,-75.7,37.7,
08/05/23,WV,Parsons,-79.7,39.1,
08/05/23,PA,Spring Grove,-76.9,39.8,
08/05/23,WI,Grand Marsh,-89.7,44,
08/05/23,NY,Peru,-73.6,44.6,
08/05/23,OH,Bono,-83.2,41.6,
08/05/23,IL,Woodstock,-88.4,42.3,
08/05/23,MS,Long Beach,-89.2,30.3,
08/05/23,MS,Pass Christian,-89.2,30.3,
08/05/23,MS,Pearlington,-89.6,30.3,
08/05/23,MS,Pass Christian,-89.2,30.3,
08/05/23,IN,Auburn,-85.1,41.4,
08/05/23,CT,New London,-72.1,41.3,
08/05/23,ME,Waterville,-69.6,44.6,
08/04/23,PA,King of Prussia,-75.4,40.1,
08/04/23,PA,Fayetteville,-77.6,39.9,
08/04/23,MA,Merrimac,-71,42.8,
08/04/23,NE,Atkinson,-99,42.5,
08/04/23,CT,Naugatuck,-73.1,41.5,
08/04/23,VA,Norfolk,-76.3,36.9,
08/04/23,CA,Mission Viejo,-117.7,33.6,
08/04/23,NY,Brentwood,-73.2,40.8,
08/04/23,UT,Salt Lake City,-111.9,40.8,
08/04/23,UT,Salt Lake City,-111.9,40.8,
08/04/23,UT,Salt Lake City,-111.9,40.8,
08/04/23,CO,Westminster,-105,39.9,
08/04/23,CO,Westminster,-105,39.9,
08/04/23,CO,Westminster,-105,39.9,
08/04/23,ON,Dwight,-79,45.3,
08/04/23,PA,Valley Forge,-75.5,40.1,
08/04/23,ON,Bracebridge,-79.3,45.2,
08/04/23,MI,Kalamazoo,-85.7,42.2,
08/04/23,VT,Manchester,-73,43.2,
08/04/23,MN,Mabel,-91.9,43.5,
08/04/23,MN,St Paul,-93.2,44.9,
08/04/23,MA,Marblehead,-70.9,42.5,
08/04/23,ON,St. Catharines,-79.3,43.2,
08/04/23,MD,Kensington,-77.1,39,
08/04/23,MN,Duluth,-92.1,46.8,
08/04/23,TX,Buda,-97.8,30.1,
08/04/23,MN,Lake Park,-96.1,46.7,
08/04/23,WI,Galesville,-91.4,44.1,
08/04/23,IL,Cortland,-88.7,41.9,
08/04/23,MO,Springfield,-93.3,37.2,
08/04/23,MO,Springfield,-93.3,37.2,
08/04/23,MO,Springfield,-93.3,37.2,
08/04/23,NY,Webster,-77.5,43.3,
08/04/23,IN,Slabtown,-85.4,39.3,
08/04/23,TX,Anna,-96.6,33.4,
08/04/23,IA,Bettendorf,-90.5,41.6,
08/04/23,ME,Waterville,-69.7,44.5,
08/04/23,ME,Winslow,-69.6,44.5,
08/04/23,ME,Winslow,-69.6,44.5,
08/04/23,ON,Sault Ste. Marie,-84.5,46.5,
08/04/23,ON,Sault Ste. Marie,-84.6,46.5,
08/04/23,ON,Sault Ste. Marie,-84.5,46.5,
08/04/23,MI,Mackinaw City,-84.7,45.8,
08/04/23,NV,Shanty Town,-115.5,40.1,
08/04/23,NV,Shanty Town,-115.5,40.1,
08/04/23,NV,Shanty Town,-115.5,40.2,
08/04/23,NV,Shanty Town,-115.5,40.2,
08/04/23,NV,Ruby Valley,-115.4,40.4,
08/04/23,TN,Chattanooga,-85.3,35.2,
08/04/23,IL,Chicago,-87.8,42,
08/04/23,IL,Chicago,-87.8,42,
08/04/23,IL,Chicago,-87.8,42,
08/03/23,MI,Ludington,-86.4,44,
08/03/23,IL,Mundelein,-88,42.3,
08/03/23,IL,Mundelein,-88,42.3,
08/03/23,IL,Mundelein,-88,42.3,
08/03/23,IL,Mundelein,-88,42.3,
08/03/23,CT,New Hartford,-73,41.8,
08/03/23,OH,Canton,-81.4,40.9,
08/03/23,UT,Salt Lake City,-111.9,40.8,
08/03/23,UT,Salt Lake City,-111.9,40.8,
08/03/23,UT,Salt Lake City,-111.9,40.8,
08/03/23,UT,Salt Lake City,-111.9,40.8,
08/03/23,CT,Hartford,-72.7,41.8,
08/03/23,UT,Salt Lake City,-111.9,40.8,
08/03/23,UT,Salt Lake City,-111.9,40.8,
08/03/23,FL,Lakeland,-81.9,28,
08/03/23,ON,O'Connor,-89.7,48.4,
08/03/23,MI,Grand Blanc,-83.6,42.9,
08/03/23,ME,Waterville,-69.6,44.5,
08/03/23,OK,Oklahoma City,-97.6,35.6,
08/03/23,OH,Toledo,-83.7,41.7,
08/03/23,CA,Manhattan Beach,-118.4,33.9,
08/03/23,PA,Kunkletown,-75.4,40.8,
08/03/23,PA,Pittsburgh,-80.1,40.4,
08/03/23,CA,Red Bluff,-122.3,40.2,
08/03/23,TN,Cottontown,-86.5,36.5,
08/03/23,MI,Allen Park,-83.2,42.2,
08/03/23,MO,KCMO,-94.6,39,
08/03/23,MI,Belleville,-83.5,42.2,
08/03/23,IN,Brownsburg,-86.4,39.8,
08/03/23,IN,Fishers,-85.9,40,
08/03/23,PA,Pittsburgh,-79.7,40.5,
08/03/23,PA,Pittsburgh,-79.7,40.5,
08/03/23,ME,Scarborough,-70.4,43.6,
08/03/23,PA,Pittsburgh,-79.7,40.5,
08/03/23,CT,Westport,-73.4,41.1,
08/03/23,CA,Pismo Beach,-120.6,35.1,
08/03/23,WI,Sheboygan,-87.8,43.8,
08/03/23,IL,Streamwood,-88.2,42,
08/03/23,IL,Streamwood,-88.2,42,
08/03/23,MN,North Oaks,-93.1,45.1,
08/03/23,KY,Smiths Creek,-83.2,38.4,
08/03/23,IL,Itasca,-88,42,
08/03/23,KS,Wichita,-97.3,37.6,
08/03/23,GA,Douglasville,-84.7,33.8,
08/03/23,NY,Farmington,-77.4,43,
08/03/23,NY,Farmington,-77.4,43,
08/03/23,NY,Farmington,-77.4,43,
08/03/23,WI,Portage,-89.5,43.5,
08/03/23,KY,Goshen,-85.6,38.4,
08/03/23,MI,Jackson,-84.5,42.3,
08/03/23,UT,Salt Lake City,-111.9,40.8,
08/03/23,MO,Springfield,-93.3,37.2,
08/03/23,NB,Minto,-66,46,
08/03/23,MO,Creighton,-94.1,38.5,
08/03/23,MO,Creighton,-94.1,38.5,
08/03/23,MI,Mackinaw City,-84.7,45.8,
08/03/23,ON,Kerns,-79.9,47.6,
08/03/23,PA,York,-76.7,40,
08/03/23,MD,Suitland-Silver Hill,-76.9,38.8,
08/02/23,MA,Carlisle,-71.3,42.5,
08/02/23,RI,Tiverton,-71.2,41.6,
08/02/23,UT,Salt Lake City,-111.9,40.8,
08/02/23,UT,Salt Lake City,-111.9,40.8,
08/02/23,UT,Salt Lake City,-111.9,40.8,
08/02/23,UT,Salt Lake City,-111.9,40.8,
08/02/23,UT,Salt Lake City,-111.9,40.8,
08/02/23,UT,Salt Lake City,-111.9,40.8,
08/02/23,UT,Salt Lake City,-111.9,40.8,
08/02/23,UT,Salt Lake City,-111.9,40.8,
08/02/23,OH,Canton,-81.3,40.9,
08/02/23,OH,Canton,-81.3,40.9,
08/02/23,NY,New York,-73.9,40.7,
08/02/23,UT,Salt Lake City,-111.9,40.8,
08/02/23,MN,Plymouth,-93.5,45,
08/02/23,MD,Columbia,-76.9,39.2,
08/02/23,PA,Hawley,-75.2,41.5,
08/02/23,CA,San Marcos,-117.2,33.1,
08/02/23,WI,Brookfield,-88.1,43,
08/02/23,MI,Sanford,-84.4,43.6,
08/02/23,MI,Sanford,-84.4,43.6,
08/02/23,MI,Grand Rapids,-85.7,43,
08/02/23,GA,Blue Ridge,-84.4,34.9,
08/02/23,KY,Richmond,-84.3,37.7,
08/02/23,NJ,Wildwood,-74.8,39,
08/02/23,OK,Edmond,-97.5,35.7,
08/02/23,MO,Springfield,-93.3,37.2,
08/02/23,ME,Waterville,-69.7,44.5,
08/02/23,ME,Surry,-68.5,44.5,
08/02/23,ME,Surry,-68.5,44.5,
08/02/23,ME,Surry,-68.5,44.5,
08/02/23,IL,Chicago,-87.7,42,
08/02/23,OH,Toledo,-83.7,41.7,
08/02/23,AR,Sherwood,-92.2,34.8,
08/02/23,VA,Richmond,-77.5,37.6,
08/02/23,IL,Lake Bluff,-87.9,42.3,
08/02/23,ON,North Frontenac,-77.2,44.9,
08/02/23,NY,New York,-74,40.7,
08/02/23,NE,Creighton,-97.9,42.5,
08/02/23,MI,Mackinaw City,-84.7,45.8,
08/02/23,DC,Washington,-77,38.9,
08/01/23,PA,Lancaster,-76.3,40,
08/01/23,IL,Streator,-88.8,41.1,
08/01/23,TX,Karnack,-94.2,32.7,
08/01/23,OH,Independence,-81.6,41.4,
08/01/23,OH,Independence,-81.6,41.4,
08/01/23,NH,Greenfield,-71.8,42.9,
08/01/23,OK,Norman,-97.5,35.2,
08/01/23,IL,Schaumburg,-88,42.1,
08/01/23,NJ,Morris Twp,-74.5,40.8,
08/01/23,MD,Clarksville,-76.9,39.2,
08/01/23,AZ,Jacob Lake,-112.2,36.7,
08/01/23,MN,Lakeville,-93.2,44.7,
08/01/23,MI,Grand Rapids,-85.6,43,
08/01/23,MA,Carlisle,-71.3,42.5,
08/01/23,CT,Stonington,-71.9,41.3,
08/01/23,CT,Stonington,-71.9,41.4,
08/01/23,CT,Stonington,-72,41.4,
08/01/23,PA,Phoenixville,-75.6,40.1,
08/01/23,FL,Lake Placid,-81.4,27.3,
08/01/23,ON,Hamilton,-80,43.3,
08/01/23,TX,Mansfield,-97.1,32.6,
08/01/23,WI,Madison,-89.4,43,
08/01/23,NB,Fredericton,-66.6,46,
08/01/23,NY,Webster,-77.5,43.2,
08/01/23,CT,Durham,-72.7,41.5,
08/01/23,NY,North Tonawanda,-78.8,43.1,
08/01/23,OH,Athens,-82.1,39.3,20
08/01/23,IN,Crown Point,-87.3,41.4,
08/01/23,NC,Mint Hill,-80.7,35.2,
08/01/23,WI,New Berlin,-88.1,43,
08/01/23,VA,Port Haywood,-76.3,37.4,
08/01/23,PA,Northampton,-75.4,40.7,
08/01/23,OH,North Canton,-81.4,40.9,
08/01/23,MN,Duluth,-92.1,46.8,
08/01/23,PA,Pulaski,-80.5,41.1,
08/01/23,OH,Columbus,-83.1,40.1,
08/01/23,NE,Hastings,-98.4,40.6,
08/01/23,MO,Springfield,-93.2,37.2,
08/01/23,MO,Springfield,-93.3,37.2,
08/01/23,NC,Alexander,-82.6,35.7,
08/01/23,ON,New Tecumseth,-79.8,44,
08/01/23,IL,Palos Park,-87.8,41.7,
08/01/23,MI,Farwell,-84.9,43.8,
08/01/23,TX,Groesbeck,-96.6,31.5,
08/01/23,MA,Hampden,-72.4,42.1,
08/01/23,ON,Huntsville,-79.2,45.3,
08/01/23,MI,Saugatuck,-86.2,42.7,
08/01/23,TX,Fort Worth,-97.2,32.9,
08/01/23,NY,New York,-74,40.8,
08/01/23,IL,Bolingbrook,-88.1,41.7,
08/01/23,MI,Mackinaw City,-84.7,45.8,
08/01/23,OK,Mounds,-95.9,35.9,
08/01/23,IN,Zionsville,-86.3,40,
08/01/23,MO,Lake Waukomis,-94.6,39.2,
08/01/23,DC,Washington,-77,38.9,
08/01/23,AL,Huntsville,-86.6,34.6,
